"","Source","Source_Year","Study","Control_ID","Study_Year_Initial","Study_Year_Final","Duration_Years","Collection_Periods","Continent","Country","Site_Name","Latitude","Longitude","Location_Uncertainty","Phylum","Class","Order","Family","Genus","Species","Binomial","Feeding_Guild","Aggregated_Study","Soil_Fauna","Soil_Depth","Pest","Nitrogen_Deposited","Nitrogen_Added","N_Added_Deposited","Fertilizer_Type","Plot_Size","Treatment_Mean","Treatment_N","Treatment_SD","Treatment_SE","Control_Mean","Control_N","Control_SD","Control_SE","SD_Estimated","Sampling_Method","Unit_Measurement","Treatment_ScalingConstant","Control_ScalingConstant","Biome","Vegetation_Type","Land_Use_Described","MAT","MAP","pH","P","K","Checked","Finished","Reviewer","Study_Quality_1","Study_Quality_2","Study_Quality_3","Study_Quality_Total","Data_Retrieved_From","Notes","ControlYN","Control_MeanCorrected","Treatment_MeanCorrected","Control_SDCorrected","Treatment_SDCorrected","Ratio","logRR_uncorrected","logRR","VAR_uncorrected","VAR","CEC","Ndep_1984_2015","CRU_MAT_Initial","CRU_MAT_Final","CRU_MAP_Initial","CRU_MAP_Final","CRU_MAT_mean","CRU_MAP_mean","RowID","logNadd","logNadd2","logNdep","logNdep2","Feeding_GuildUsed","Feeding_GuildCode","Habitat","Metamorphosis"
"11","Gratton_and_Denno_2003",2003,102,"102b",1998,2001,4,1,"North_America","USA","Tuckerton",39.52052247,-74.29924716,3000,"Arthropoda","Insecta","Hemiptera","Delphacidae","Prokelisia",NA,NA,"Herbivore","NO","NO",NA,"NO","",600,"Added","NH4NO3",1.5,512.3,20,563.94,126.1,476.2,20,1026.36,229.5,"FromSE","Suction sampler","Individuals",1,1,NA,"Salt marsh, spartina meadow","Salt marsh, spartina meadow",NA,NA,NA,NA,NA,"Y","Y","Juan",1,1,1,3,"Table 2","Different studies are different sites (Islet vs Meadow) and different sampling dates","Treatment",476.2,512.3,1026.36,563.94,1.07580848383032,0.0730724568923941,-0.012767851665952,0.292856749876413,0.321666577436849,25.9508457183838,13.6671142578125,13.3666667938232,12.6000003814697,91.7583389282227,72.3833312988281,12.9833335876465,82.0708351135254,11,2.77815125038364,7.7181243700082,1.13567682515971,1.28976185120484,"Herbivore-Fungivore",2,"Non-Forest","Incomplete-Gradual"
"12","Gratton_and_Denno_2003",2003,102,"102c",1998,2001,4,1,"North_America","USA","Tuckerton",39.52052247,-74.29924716,3000,"Arthropoda","Arachnida","Araneae",NA,NA,NA,NA,"Predator","NO","NO",NA,"NO","",600,"Added","NH4NO3",1.5,83.5,20,48.3,10.8,54.7,20,34.44,7.7,"FromSE","Suction sampler","Individuals",1,1,NA,"Salt marsh, spartina meadow","Salt marsh, spartina meadow",NA,NA,NA,NA,NA,"Y","Y","Juan",1,1,1,3,"Table 2","Different studies are different sites (Islet vs Meadow) and different sampling dates","Treatment",54.7,83.5,34.44,48.3,1.52650822669104,0.422982922428874,0.42143742287676,0.0365506426913058,0.0368870186304582,25.9508457183838,13.6671142578125,13.3666667938232,12.6000003814697,91.7583389282227,72.3833312988281,12.9833335876465,82.0708351135254,12,2.77815125038364,7.7181243700082,1.13567682515971,1.28976185120484,"Predator-Omnivore",4,"Non-Forest","Incomplete-Gradual"
"13","Gratton_and_Denno_2003",2003,102,"102d",1998,2001,4,1,"North_America","USA","Tuckerton",39.52052247,-74.29924716,3000,"Arthropoda","Insecta","Hemiptera","Miridae","Tytthus","vagus","Tytthus_vagus","Predator","NO","NO",NA,"NO","",600,"Added","NH4NO3",1.5,1.9,20,4.92,1.1,2.4,20,7.6,1.7,"FromSE","Suction sampler","Individuals",1,1,NA,"Salt marsh, spartina meadow","Salt marsh, spartina meadow",NA,NA,NA,NA,NA,"Y","Y","Juan",1,1,1,3,"Table 2","Different studies are different sites (Islet vs Meadow) and different sampling dates","Treatment",2.4,1.9,7.6,4.92,0.791666666666667,-0.233614851181505,-0.316674946595479,0.836657586949831,1.01855554585019,25.9508457183838,13.6671142578125,13.3666667938232,12.6000003814697,91.7583389282227,72.3833312988281,12.9833335876465,82.0708351135254,13,2.77815125038364,7.7181243700082,1.13567682515971,1.28976185120484,"Predator-Omnivore",4,"Non-Forest","Incomplete-Gradual"
"14","Gratton_and_Denno_2003",2003,103,"103a",1998,2001,4,1,"North_America","USA","Tuckerton",39.52052247,-74.29924716,3000,"Arthropoda","Insecta","Hemiptera","Delphacidae","Prokelisia",NA,NA,"Herbivore","NO","NO",NA,"NO","",600,"Added","NH4NO3",1.5,14.5,20,9.39,2.1,8.3,20,6.26,1.4,"FromSE","Suction sampler","Individuals",1,1,NA,"Salt marsh, spartina meadow","Salt marsh, spartina meadow",NA,NA,NA,NA,NA,"Y","Y","Juan",1,1,1,3,"Table 2","Different studies are different sites (Islet vs Meadow) and different sampling dates","Treatment",8.3,14.5,6.26,9.39,1.74698795180723,0.557893134623976,0.554156254928641,0.0494105489269371,0.0500348637831098,25.9508457183838,13.6671142578125,13.3666667938232,12.6000003814697,91.7583389282227,72.3833312988281,12.9833335876465,82.0708351135254,14,2.77815125038364,7.7181243700082,1.13567682515971,1.28976185120484,"Herbivore-Fungivore",2,"Non-Forest","Incomplete-Gradual"
"15","Gratton_and_Denno_2003",2003,103,"103b",1998,2001,4,1,"North_America","USA","Tuckerton",39.52052247,-74.29924716,3000,"Arthropoda","Insecta","Hemiptera","Delphacidae","Prokelisia",NA,NA,"Herbivore","NO","NO",NA,"NO","",600,"Added","NH4NO3",1.5,115.7,20,76.47,17.1,97.4,20,68.87,15.4,"FromSE","Suction sampler","Individuals",1,1,NA,"Salt marsh, spartina meadow","Salt marsh, spartina meadow",NA,NA,NA,NA,NA,"Y","Y","Juan",1,1,1,3,"Table 2","Different studies are different sites (Islet vs Meadow) and different sampling dates","Treatment",97.4,115.7,68.87,76.47,1.18788501026694,0.172174423551142,0.170596047882013,0.0468400536826354,0.0473910426096363,25.9508457183838,13.6671142578125,13.3666667938232,12.6000003814697,91.7583389282227,72.3833312988281,12.9833335876465,82.0708351135254,15,2.77815125038364,7.7181243700082,1.13567682515971,1.28976185120484,"Herbivore-Fungivore",2,"Non-Forest","Incomplete-Gradual"
"16","Gratton_and_Denno_2003",2003,103,"103c",1998,2001,4,1,"North_America","USA","Tuckerton",39.52052247,-74.29924716,3000,"Arthropoda","Insecta","Hemiptera","Miridae","Trigonotylus","uhleri","Trigonotylus_uhleri","Herbivore","NO","NO",NA,"NO","",600,"Added","NH4NO3",1.5,1.3,20,3.13,0.7,0.5,20,2.24,0.5,"FromSE","Suction sampler","Individuals",1,1,NA,"Salt marsh, spartina meadow","Salt marsh, spartina meadow",NA,NA,NA,NA,NA,"Y","Y","Juan",1,1,1,3,"Table 2","Different studies are different sites (Islet vs Meadow) and different sampling dates","Treatment",0.5,1.3,2.24,3.13,2.6,0.955511445027436,0.598676001240454,1.29336911242604,1.83890156161312,25.9508457183838,13.6671142578125,13.3666667938232,12.6000003814697,91.7583389282227,72.3833312988281,12.9833335876465,82.0708351135254,16,2.77815125038364,7.7181243700082,1.13567682515971,1.28976185120484,"Herbivore-Fungivore",2,"Non-Forest","Incomplete-Gradual"
"17","Gratton_and_Denno_2003",2003,103,"103d",1998,2001,4,1,"North_America","USA","Tuckerton",39.52052247,-74.29924716,3000,"Arthropoda","Arachnida","Araneae","Lycosidae",NA,NA,NA,"Predator","NO","NO",NA,"NO","",600,"Added","NH4NO3",1.5,3.5,20,5.81,1.3,1.6,20,2.68,0.6,"FromSE","Suction sampler","Individuals",1,1,NA,"Salt marsh, spartina meadow","Salt marsh, spartina meadow",NA,NA,NA,NA,NA,"Y","Y","Juan",1,1,1,3,"Table 2","Different studies are different sites (Islet vs Meadow) and different sampling dates","Treatment",1.6,3.5,2.68,5.81,2.1875,0.782759339249632,0.781508714249632,0.27806125,0.297392328750781,25.9508457183838,13.6671142578125,13.3666667938232,12.6000003814697,91.7583389282227,72.3833312988281,12.9833335876465,82.0708351135254,17,2.77815125038364,7.7181243700082,1.13567682515971,1.28976185120484,"Predator-Omnivore",4,"Non-Forest","Incomplete-Gradual"
"18","Gratton_and_Denno_2003",2003,103,"103e",1998,2001,4,1,"North_America","USA","Tuckerton",39.52052247,-74.29924716,3000,"Arthropoda","Arachnida","Araneae",NA,NA,NA,NA,"Predator","NO","NO",NA,"NO","",600,"Added","NH4NO3",1.5,344.8,20,197.67,44.2,248.3,20,186.04,41.6,"FromSE","Suction sampler","Individuals",1,1,NA,"Salt marsh, spartina meadow","Salt marsh, spartina meadow",NA,NA,NA,NA,NA,"Y","Y","Juan",1,1,1,3,"Table 2","Different studies are different sites (Islet vs Meadow) and different sampling dates","Treatment",248.3,344.8,186.04,197.67,1.38864277084172,0.328326846275417,0.322508775403384,0.0445021538005537,0.0450311141724477,25.9508457183838,13.6671142578125,13.3666667938232,12.6000003814697,91.7583389282227,72.3833312988281,12.9833335876465,82.0708351135254,18,2.77815125038364,7.7181243700082,1.13567682515971,1.28976185120484,"Predator-Omnivore",4,"Non-Forest","Incomplete-Gradual"
"19","Gratton_and_Denno_2003",2003,103,"103f",1998,2001,4,1,"North_America","USA","Tuckerton",39.52052247,-74.29924716,3000,"Arthropoda","Insecta","Hemiptera","Miridae","Tytthus","vagus","Tytthus_vagus","Predator","NO","NO",NA,"NO","",600,"Added","NH4NO3",1.5,130.2,20,78.71,17.6,105.7,20,70.66,15.8,"FromSE","Suction sampler","Individuals",1,1,NA,"Salt marsh, spartina meadow","Salt marsh, spartina meadow",NA,NA,NA,NA,NA,"Y","Y","Juan",1,1,1,3,"Table 2","Different studies are different sites (Islet vs Meadow) and different sampling dates","Treatment",105.7,130.2,70.66,78.71,1.2317880794702,0.208466836898277,0.206431131009653,0.0406172440192669,0.041033828245662,25.9508457183838,13.6671142578125,13.3666667938232,12.6000003814697,91.7583389282227,72.3833312988281,12.9833335876465,82.0708351135254,19,2.77815125038364,7.7181243700082,1.13567682515971,1.28976185120484,"Predator-Omnivore",4,"Non-Forest","Incomplete-Gradual"
"20","Gratton_and_Denno_2003",2003,104,"104a",1998,1999,2,1,"North_America","USA","Tuckerton",39.52052247,-74.29924716,3000,"Arthropoda","Insecta","Hemiptera","Delphacidae","Prokelisia",NA,NA,"Herbivore","NO","NO",NA,"NO","",1200,"Added","NH4NO3",1.5,94.3,7,80.17,30.3,36.3,7,16.67,6.3,"FromSE","Suction sampler","Individuals",1,1,NA,"Salt marsh, spartina meadow","Salt marsh, spartina meadow",NA,NA,NA,NA,NA,"Y","Y","Juan",1,1,1,3,"Table 2","Different studies are different sites (Islet vs Meadow) and different sampling dates","Treatment",36.3,94.3,16.67,80.17,2.59779614325069,0.954663448368607,0.991226268780651,0.133380198854755,0.139164608052871,25.9508457183838,13.6671142578125,13.3666667938232,12.6833333969116,91.7583389282227,100.341667175293,13.0250000953674,96.0500030517578,20,3.07918124604762,9.4813571460114,1.13567682515971,1.28976185120484,"Herbivore-Fungivore",2,"Non-Forest","Incomplete-Gradual"
"21","Gratton_and_Denno_2003",2003,104,"104b",1998,1999,2,1,"North_America","USA","Tuckerton",39.52052247,-74.29924716,3000,"Arthropoda","Insecta","Hemiptera","Delphacidae","Prokelisia",NA,NA,"Herbivore","NO","NO",NA,"NO","",1200,"Added","NH4NO3",1.5,8709.5,7,6878.95,2600,2096.8,7,1557.82,588.8,"FromSE","Suction sampler","Individuals",1,1,NA,"Salt marsh, spartina meadow","Salt marsh, spartina meadow",NA,NA,NA,NA,NA,"Y","Y","Juan",1,1,1,3,"Table 2","Different studies are different sites (Islet vs Meadow) and different sampling dates","Treatment",2096.8,8709.5,1557.82,6878.95,4.1537104158718,1.42400201090832,1.42913354705128,0.167970624174623,0.175050489484213,25.9508457183838,13.6671142578125,13.3666667938232,12.6833333969116,91.7583389282227,100.341667175293,13.0250000953674,96.0500030517578,21,3.07918124604762,9.4813571460114,1.13567682515971,1.28976185120484,"Herbivore-Fungivore",2,"Non-Forest","Incomplete-Gradual"
"22","Gratton_and_Denno_2003",2003,104,"104c",1998,1999,2,1,"North_America","USA","Tuckerton",39.52052247,-74.29924716,3000,"Arthropoda","Insecta","Hemiptera","Miridae","Trigonotylus","uhleri","Trigonotylus_uhleri","Herbivore","NO","NO",NA,"NO","",1200,"Added","NH4NO3",1.5,77.1,7,44.18,16.7,7.7,7,7.41,2.8,"FromSE","Suction sampler","Individuals",1,1,NA,"Salt marsh, spartina meadow","Salt marsh, spartina meadow",NA,NA,NA,NA,NA,"Y","Y","Juan",1,1,1,3,"Table 2","Different studies are different sites (Islet vs Meadow) and different sampling dates","Treatment",7.7,77.1,7.41,44.18,10.012987012987,2.30388295170965,2.26118727261073,0.179206863617454,0.189058559623073,25.9508457183838,13.6671142578125,13.3666667938232,12.6833333969116,91.7583389282227,100.341667175293,13.0250000953674,96.0500030517578,22,3.07918124604762,9.4813571460114,1.13567682515971,1.28976185120484,"Herbivore-Fungivore",2,"Non-Forest","Incomplete-Gradual"
"23","Gratton_and_Denno_2003",2003,104,"104d",1998,1999,2,1,"North_America","USA","Tuckerton",39.52052247,-74.29924716,3000,"Arthropoda","Arachnida","Araneae","Lycosidae",NA,NA,NA,"Predator","NO","NO",NA,"NO","",1200,"Added","NH4NO3",1.5,358.6,7,208.22,78.7,99.7,7,62.97,23.8,"FromSE","Suction sampler","Individuals",1,1,NA,"Salt marsh, spartina meadow","Salt marsh, spartina meadow",NA,NA,NA,NA,NA,"Y","Y","Juan",1,1,1,3,"Table 2","Different studies are different sites (Islet vs Meadow) and different sampling dates","Treatment",99.7,358.6,62.97,208.22,3.59679037111334,1.28004188420324,1.2756303785605,0.105151837749366,0.107935526376919,25.9508457183838,13.6671142578125,13.3666667938232,12.6833333969116,91.7583389282227,100.341667175293,13.0250000953674,96.0500030517578,23,3.07918124604762,9.4813571460114,1.13567682515971,1.28976185120484,"Predator-Omnivore",4,"Non-Forest","Incomplete-Gradual"
"24","Gratton_and_Denno_2003",2003,104,"104e",1998,1999,2,1,"North_America","USA","Tuckerton",39.52052247,-74.29924716,3000,"Arthropoda","Arachnida","Araneae",NA,NA,NA,NA,"Predator","NO","NO",NA,"NO","",1200,"Added","NH4NO3",1.5,417.3,7,186.79,70.6,502.4,7,224.1,84.7,"FromSE","Suction sampler","Individuals",1,1,NA,"Salt marsh, spartina meadow","Salt marsh, spartina meadow",NA,NA,NA,NA,NA,"Y","Y","Juan",1,1,1,3,"Table 2","Different studies are different sites (Islet vs Meadow) and different sampling dates","Treatment",502.4,417.3,224.1,186.79,0.830613057324841,-0.185591227556482,-0.185491856880598,0.0570469006693,0.0578604977628244,25.9508457183838,13.6671142578125,13.3666667938232,12.6833333969116,91.7583389282227,100.341667175293,13.0250000953674,96.0500030517578,24,3.07918124604762,9.4813571460114,1.13567682515971,1.28976185120484,"Predator-Omnivore",4,"Non-Forest","Incomplete-Gradual"
"25","Gratton_and_Denno_2003",2003,104,"104f",1998,1999,2,1,"North_America","USA","Tuckerton",39.52052247,-74.29924716,3000,"Arthropoda","Insecta","Hemiptera","Miridae","Tytthus","vagus","Tytthus_vagus","Predator","NO","NO",NA,"NO","",1200,"Added","NH4NO3",1.5,820.8,7,443.96,167.8,62.6,7,51.59,19.5,"FromSE","Suction sampler","Individuals",1,1,NA,"Salt marsh, spartina meadow","Salt marsh, spartina meadow",NA,NA,NA,NA,NA,"Y","Y","Juan",1,1,1,3,"Table 2","Different studies are different sites (Islet vs Meadow) and different sampling dates","Treatment",62.6,820.8,51.59,443.96,13.111821086262,2.57351419631045,2.54589866702345,0.138819253259331,0.144399566986002,25.9508457183838,13.6671142578125,13.3666667938232,12.6833333969116,91.7583389282227,100.341667175293,13.0250000953674,96.0500030517578,25,3.07918124604762,9.4813571460114,1.13567682515971,1.28976185120484,"Predator-Omnivore",4,"Non-Forest","Incomplete-Gradual"
"26","Gratton_and_Denno_2003",2003,105,"105a",1998,1999,2,1,"North_America","USA","Tuckerton",39.52052247,-74.29924716,3000,"Arthropoda","Insecta","Hemiptera","Delphacidae","Prokelisia",NA,NA,"Herbivore","NO","NO",NA,"NO","",1200,"Added","NH4NO3",1.5,1544.8,7,980.78,370.7,201.9,7,79.9,30.2,"FromSE","Suction sampler","Individuals",1,1,NA,"Salt marsh, spartina meadow","Salt marsh, spartina meadow",NA,NA,NA,NA,NA,"Y","Y","Juan",1,1,1,3,"Table 2","Different studies are different sites (Islet vs Meadow) and different sampling dates","Treatment",201.9,1544.8,79.9,980.78,7.65131253095592,2.03487720579551,2.05248266156448,0.0799567732793945,0.0818649967505407,25.9508457183838,13.6671142578125,13.3666667938232,12.6833333969116,91.7583389282227,100.341667175293,13.0250000953674,96.0500030517578,26,3.07918124604762,9.4813571460114,1.13567682515971,1.28976185120484,"Herbivore-Fungivore",2,"Non-Forest","Incomplete-Gradual"
