"Source","Source_Year","Study","Control_ID","Study_Year_Initial","Study_Year_Final","Duration_Years","Collection_Periods","Continent","Country","Site_Name","Latitude","Longitude","Location_Uncertainty","Phylum","Class","Order","Family","Feeding_Guild","Aggregated_Study","Soil_Fauna","Soil_Depth","Pest","Nitrogen_Deposited","Nitrogen_Added","N_Added_Deposited","Fertilizer_Type","Plot_Size","Treatment_Mean","Treatment_N","Treatment_SD","Treatment_SE","Control_Mean","Control_N","Control_SD","Control_SE","SD_Estimated","Sampling_Method","Unit_Measurement","Treatment_ScalingConstant","Control_ScalingConstant","Biome","Vegetation_Type","Land_Use_Described","MAT","MAP","pH","P","K","Checked","Finished","Reviewer","Study_Quality_1","Study_Quality_2","Study_Quality_3","Study_Quality_Total","Data_Retrieved_From","Notes","X","ControlYN","Control_MeanCorrected","Treatment_MeanCorrected","Control_SDCorrected","Treatment_SDCorrected","Ratio","logRR_uncorrected","logRR","VAR_uncorrected","VAR","CEC","Ndep_1984_2015","CRU_MAT_Initial","CRU_MAT_Final","CRU_MAP_Initial","CRU_MAP_Final","CRU_MAT_mean","CRU_MAP_mean"
"Haddad_et_al_2000",2000,1,"1b",1995,1996,2,3,"North_America","USA","Cedar_Creek-Minnesota",45.403004,-93.18927086,200,"Arthropoda","Insecta",NA,NA,"Predator","YES","NO",NA,"NO","",54,"Added",NA,16,13.25,5,1.92,0.86,13.89,7,2.8,1.06,"FromSource","Sweepnet","Individuals",NA,NA,NA,"Grassland","Experimental fields, vegetation composed by perennial bunch grasses and forbs",NA,NA,NA,NA,NA,"Y","Y","Juan",1,1,1,3,"Figure 3","Average of the points per Nitrogen level in Figure 3",NA,"Treatment",13.89,13.25,2.8,1.92,0.953923686105112,-0.0471716043340212,-0.0479744148624138,0.0100046812205445,0.0100303491368702,20.3784790039062,7.01535654067993,6.94999980926514,5.36666679382324,62.408332824707,58.8833351135254,6.15833330154419,60.6458339691162
"Haddad_et_al_2000",2000,1,"1b",1995,1996,2,3,"North_America","USA","Cedar_Creek-Minnesota",45.403004,-93.18927086,200,"Arthropoda","Insecta",NA,NA,"Predator","YES","NO",NA,"NO","",95,"Added",NA,16,12.83,5,1.93,0.86,13.89,7,2.8,1.06,"FromSource","Sweepnet","Individuals",NA,NA,NA,"Grassland","Experimental fields, vegetation composed by perennial bunch grasses and forbs",NA,NA,NA,NA,NA,"Y","Y","Juan",1,1,1,3,"Figure 3","Average of the points per Nitrogen level in Figure 3",NA,"Treatment",13.89,12.83,2.8,1.93,0.923686105111591,-0.0793829781387074,-0.0800226748479053,0.0103309088589339,0.0103579999902766,20.3784790039062,7.01535654067993,6.94999980926514,5.36666679382324,62.408332824707,58.8833351135254,6.15833330154419,60.6458339691162
"Haddad_et_al_2000",2000,1,"1b",1995,1996,2,3,"North_America","USA","Cedar_Creek-Minnesota",45.403004,-93.18927086,200,"Arthropoda","Insecta",NA,NA,"Predator","YES","NO",NA,"NO","",170,"Added",NA,16,12.79,4,3.5,1.75,13.89,7,2.8,1.06,"FromSource","Sweepnet","Individuals",NA,NA,NA,"Grassland","Experimental fields, vegetation composed by perennial bunch grasses and forbs",NA,NA,NA,NA,NA,"Y","Y","Juan",1,1,1,3,"Figure 3","Average of the points per Nitrogen level in Figure 3",NA,"Treatment",13.89,12.79,2.8,3.5,0.92080633549316,-0.0825055411755011,-0.0760474881751865,0.0245264082779589,0.0247185009022681,20.3784790039062,7.01535654067993,6.94999980926514,5.36666679382324,62.408332824707,58.8833351135254,6.15833330154419,60.6458339691162
"Haddad_et_al_2000",2000,1,"1b",1995,1996,2,3,"North_America","USA","Cedar_Creek-Minnesota",45.403004,-93.18927086,200,"Arthropoda","Insecta",NA,NA,"Predator","YES","NO",NA,"NO","",272,"Added",NA,16,11.23,5,3.11,1.39,13.89,7,2.8,1.06,"FromSource","Sweepnet","Individuals",NA,NA,NA,"Grassland","Experimental fields, vegetation composed by perennial bunch grasses and forbs",NA,NA,NA,NA,NA,"Y","Y","Juan",1,1,1,3,"Figure 3","Average of the points per Nitrogen level in Figure 3",NA,"Treatment",13.89,11.23,2.8,3.11,0.80849532037437,-0.212580388015901,-0.207813565767881,0.0211439467733699,0.0212784359890029,20.3784790039062,7.01535654067993,6.94999980926514,5.36666679382324,62.408332824707,58.8833351135254,6.15833330154419,60.6458339691162
"Haddad_et_al_2000",2000,1,"1c",1995,1996,2,3,"North_America","USA","Cedar_Creek-Minnesota",45.403004,-93.18927086,200,"Arthropoda","Insecta",NA,NA,"Parasitoid","YES","NO",NA,"NO","",10,"Added",NA,16,11.62,5,2.41,1.08,10.89,8,3.84,1.36,"FromSource","Sweepnet","Individuals",NA,NA,NA,"Grassland","Experimental fields, vegetation composed by perennial bunch grasses and forbs",NA,NA,NA,NA,NA,"Y","Y","Juan",1,1,1,3,"Figure 3","Average of the points per Nitrogen level in Figure 3",NA,"Treatment",10.89,11.62,3.84,2.41,1.06703397612489,0.0648828144788959,0.0614131580011155,0.0241453883019427,0.0243031767620795,20.3784790039062,7.01535654067993,6.94999980926514,5.36666679382324,62.408332824707,58.8833351135254,6.15833330154419,60.6458339691162
"Haddad_et_al_2000",2000,1,"1c",1995,1996,2,3,"North_America","USA","Cedar_Creek-Minnesota",45.403004,-93.18927086,200,"Arthropoda","Insecta",NA,NA,"Parasitoid","YES","NO",NA,"NO","",20,"Added",NA,16,13.22,5,6.39,2.86,10.89,8,3.84,1.36,"FromSource","Sweepnet","Individuals",NA,NA,NA,"Grassland","Experimental fields, vegetation composed by perennial bunch grasses and forbs",NA,NA,NA,NA,NA,"Y","Y","Juan",1,1,1,3,"Figure 3","Average of the points per Nitrogen level in Figure 3",NA,"Treatment",10.89,13.22,3.84,6.39,1.2139577594123,0.193885897478671,0.209478270723417,0.0622694477469952,0.0634819408810776,20.3784790039062,7.01535654067993,6.94999980926514,5.36666679382324,62.408332824707,58.8833351135254,6.15833330154419,60.6458339691162
"Haddad_et_al_2000",2000,1,"1c",1995,1996,2,3,"North_America","USA","Cedar_Creek-Minnesota",45.403004,-93.18927086,200,"Arthropoda","Insecta",NA,NA,"Parasitoid","YES","NO",NA,"NO","",34,"Added",NA,16,13.02,6,3.16,1.29,10.89,8,3.84,1.36,"FromSource","Sweepnet","Individuals",NA,NA,NA,"Grassland","Experimental fields, vegetation composed by perennial bunch grasses and forbs",NA,NA,NA,NA,NA,"Y","Y","Juan",1,1,1,3,"Figure 3","Average of the points per Nitrogen level in Figure 3",NA,"Treatment",10.89,13.02,3.84,3.16,1.19559228650138,0.178641699835554,0.175779274933125,0.0253598514526448,0.0255288254453919,20.3784790039062,7.01535654067993,6.94999980926514,5.36666679382324,62.408332824707,58.8833351135254,6.15833330154419,60.6458339691162
"Haddad_et_al_2000",2000,1,"1c",1995,1996,2,3,"North_America","USA","Cedar_Creek-Minnesota",45.403004,-93.18927086,200,"Arthropoda","Insecta",NA,NA,"Parasitoid","YES","NO",NA,"NO","",54,"Added",NA,16,13.19,6,3.49,1.43,10.89,8,3.84,1.36,"FromSource","Sweepnet","Individuals",NA,NA,NA,"Grassland","Experimental fields, vegetation composed by perennial bunch grasses and forbs",NA,NA,NA,NA,NA,"Y","Y","Juan",1,1,1,3,"Figure 3","Average of the points per Nitrogen level in Figure 3",NA,"Treatment",10.89,13.19,3.84,3.49,1.21120293847567,0.191614029784354,0.189677037057893,0.0272107158045815,0.0273995735090533,20.3784790039062,7.01535654067993,6.94999980926514,5.36666679382324,62.408332824707,58.8833351135254,6.15833330154419,60.6458339691162
"Haddad_et_al_2000",2000,1,"1c",1995,1996,2,3,"North_America","USA","Cedar_Creek-Minnesota",45.403004,-93.18927086,200,"Arthropoda","Insecta",NA,NA,"Parasitoid","YES","NO",NA,"NO","",95,"Added",NA,16,11.77,4,2.22,1.11,10.89,8,3.84,1.36,"FromSource","Sweepnet","Individuals",NA,NA,NA,"Grassland","Experimental fields, vegetation composed by perennial bunch grasses and forbs",NA,NA,NA,NA,NA,"Y","Y","Juan",1,1,1,3,"Figure 3","Average of the points per Nitrogen level in Figure 3",NA,"Treatment",10.89,11.77,3.84,2.22,1.08080808080808,0.0777089843273161,0.0743847671001527,0.0244362668031768,0.0245966000071692,20.3784790039062,7.01535654067993,6.94999980926514,5.36666679382324,62.408332824707,58.8833351135254,6.15833330154419,60.6458339691162
"Haddad_et_al_2000",2000,1,"1c",1995,1996,2,3,"North_America","USA","Cedar_Creek-Minnesota",45.403004,-93.18927086,200,"Arthropoda","Insecta",NA,NA,"Parasitoid","YES","NO",NA,"NO","",170,"Added",NA,16,10.87,6,4.71,1.92,10.89,8,3.84,1.36,"FromSource","Sweepnet","Individuals",NA,NA,NA,"Grassland","Experimental fields, vegetation composed by perennial bunch grasses and forbs",NA,NA,NA,NA,NA,"Y","Y","Juan",1,1,1,3,"Figure 3","Average of the points per Nitrogen level in Figure 3",NA,"Treatment",10.89,10.87,3.84,4.71,0.998163452708907,-0.00183823581175112,0.00603652237415945,0.0468342176293248,0.0474445904310491,20.3784790039062,7.01535654067993,6.94999980926514,5.36666679382324,62.408332824707,58.8833351135254,6.15833330154419,60.6458339691162
"Haddad_et_al_2000",2000,1,"1c",1995,1996,2,3,"North_America","USA","Cedar_Creek-Minnesota",45.403004,-93.18927086,200,"Arthropoda","Insecta",NA,NA,"Parasitoid","YES","NO",NA,"NO","",272,"Added",NA,16,8.64,5,4.17,1.87,10.89,8,3.84,1.36,"FromSource","Sweepnet","Individuals",NA,NA,NA,"Grassland","Experimental fields, vegetation composed by perennial bunch grasses and forbs",NA,NA,NA,NA,NA,"Y","Y","Juan",1,1,1,3,"Figure 3","Average of the points per Nitrogen level in Figure 3",NA,"Treatment",10.89,8.64,3.84,4.17,0.793388429752066,-0.231442354128905,-0.215919499736491,0.0621304100423321,0.0633364160138272,20.3784790039062,7.01535654067993,6.94999980926514,5.36666679382324,62.408332824707,58.8833351135254,6.15833330154419,60.6458339691162
"Haddad_et_al_2000",2000,1,"1d",1995,1996,2,3,"North_America","USA","Cedar_Creek-Minnesota",45.403004,-93.18927086,200,"Arthropoda","Insecta",NA,NA,"Detritivore","YES","NO",NA,"NO","",10,"Added",NA,16,3.76,4,1.7,0.85,4.01,7,2.16,0.82,"FromSource","Sweepnet","Individuals",NA,NA,NA,"Grassland","Experimental fields, vegetation composed by perennial bunch grasses and forbs",NA,NA,NA,NA,NA,"Y","Y","Juan",1,1,1,3,"Figure 3","Average of the points per Nitrogen level in Figure 3",NA,"Treatment",4.01,3.76,2.16,1.7,0.937655860349127,-0.0643722839166747,-0.059544674157052,0.0925544907568976,0.094719380012706,20.3784790039062,7.01535654067993,6.94999980926514,5.36666679382324,62.408332824707,58.8833351135254,6.15833330154419,60.6458339691162
"Haddad_et_al_2000",2000,1,"1d",1995,1996,2,3,"North_America","USA","Cedar_Creek-Minnesota",45.403004,-93.18927086,200,"Arthropoda","Insecta",NA,NA,"Detritivore","YES","NO",NA,"NO","",20,"Added",NA,16,4.68,3,1.53,0.88,4.01,7,2.16,0.82,"FromSource","Sweepnet","Individuals",NA,NA,NA,"Grassland","Experimental fields, vegetation composed by perennial bunch grasses and forbs",NA,NA,NA,NA,NA,"Y","Y","Juan",1,1,1,3,"Figure 3","Average of the points per Nitrogen level in Figure 3",NA,"Treatment",4.01,4.68,2.16,1.53,1.16708229426434,0.154506868611077,0.151595167172473,0.0770758683604435,0.0785695187365902,20.3784790039062,7.01535654067993,6.94999980926514,5.36666679382324,62.408332824707,58.8833351135254,6.15833330154419,60.6458339691162
"Haddad_et_al_2000",2000,1,"1d",1995,1996,2,3,"North_America","USA","Cedar_Creek-Minnesota",45.403004,-93.18927086,200,"Arthropoda","Insecta",NA,NA,"Detritivore","YES","NO",NA,"NO","",34,"Added",NA,16,5.68,3,2.52,1.45,4.01,7,2.16,0.82,"FromSource","Sweepnet","Individuals",NA,NA,NA,"Grassland","Experimental fields, vegetation composed by perennial bunch grasses and forbs",NA,NA,NA,NA,NA,"Y","Y","Juan",1,1,1,3,"Figure 3","Average of the points per Nitrogen level in Figure 3",NA,"Treatment",4.01,5.68,2.16,2.52,1.41645885286783,0.348159991414582,0.360241164479995,0.107061617368479,0.110073119589504,20.3784790039062,7.01535654067993,6.94999980926514,5.36666679382324,62.408332824707,58.8833351135254,6.15833330154419,60.6458339691162
"Haddad_et_al_2000",2000,1,"1d",1995,1996,2,3,"North_America","USA","Cedar_Creek-Minnesota",45.403004,-93.18927086,200,"Arthropoda","Insecta",NA,NA,"Detritivore","YES","NO",NA,"NO","",54,"Added",NA,16,5.51,4,1.29,0.64,4.01,7,2.16,0.82,"FromSource","Sweepnet","Individuals",NA,NA,NA,"Grassland","Experimental fields, vegetation composed by perennial bunch grasses and forbs",NA,NA,NA,NA,NA,"Y","Y","Juan",1,1,1,3,"Figure 3","Average of the points per Nitrogen level in Figure 3",NA,"Treatment",4.01,5.51,2.16,1.29,1.37406483790524,0.317773381846345,0.303900073089933,0.0551526537248271,0.0561055762239005,20.3784790039062,7.01535654067993,6.94999980926514,5.36666679382324,62.408332824707,58.8833351135254,6.15833330154419,60.6458339691162
"Haddad_et_al_2000",2000,1,"1d",1995,1996,2,3,"North_America","USA","Cedar_Creek-Minnesota",45.403004,-93.18927086,200,"Arthropoda","Insecta",NA,NA,"Detritivore","YES","NO",NA,"NO","",95,"Added",NA,16,7.21,5,1.92,0.86,4.01,7,2.16,0.82,"FromSource","Sweepnet","Individuals",NA,NA,NA,"Grassland","Experimental fields, vegetation composed by perennial bunch grasses and forbs",NA,NA,NA,NA,NA,"Y","Y","Juan",1,1,1,3,"Figure 3","Average of the points per Nitrogen level in Figure 3",NA,"Treatment",4.01,7.21,2.16,1.92,1.79800498753117,0.58667770997838,0.573044291269846,0.055632433820584,0.0565920458494666,20.3784790039062,7.01535654067993,6.94999980926514,5.36666679382324,62.408332824707,58.8833351135254,6.15833330154419,60.6458339691162
"Haddad_et_al_2000",2000,1,"1d",1995,1996,2,3,"North_America","USA","Cedar_Creek-Minnesota",45.403004,-93.18927086,200,"Arthropoda","Insecta",NA,NA,"Detritivore","YES","NO",NA,"NO","",170,"Added",NA,16,5.51,4,2.08,1.04,4.01,7,2.16,0.82,"FromSource","Sweepnet","Individuals",NA,NA,NA,"Grassland","Experimental fields, vegetation composed by perennial bunch grasses and forbs",NA,NA,NA,NA,NA,"Y","Y","Juan",1,1,1,3,"Figure 3","Average of the points per Nitrogen level in Figure 3",NA,"Treatment",4.01,5.51,2.16,2.08,1.37406483790524,0.317773381846345,0.314861417090776,0.0770753417265135,0.0785689733408159,20.3784790039062,7.01535654067993,6.94999980926514,5.36666679382324,62.408332824707,58.8833351135254,6.15833330154419,60.6458339691162
"Haddad_et_al_2000",2000,1,"1d",1995,1996,2,3,"North_America","USA","Cedar_Creek-Minnesota",45.403004,-93.18927086,200,"Arthropoda","Insecta",NA,NA,"Detritivore","YES","NO",NA,"NO","",272,"Added",NA,16,6.01,5,1.58,0.7,4.01,7,2.16,0.82,"FromSource","Sweepnet","Individuals",NA,NA,NA,"Grassland","Experimental fields, vegetation composed by perennial bunch grasses and forbs",NA,NA,NA,NA,NA,"Y","Y","Juan",1,1,1,3,"Figure 3","Average of the points per Nitrogen level in Figure 3",NA,"Treatment",4.01,6.01,2.16,1.58,1.49875311720698,0.404633507228638,0.390820076707743,0.0552724101958622,0.0562269808908327,20.3784790039062,7.01535654067993,6.94999980926514,5.36666679382324,62.408332824707,58.8833351135254,6.15833330154419,60.6458339691162
"Haddad_et_al_2000",2000,1,"1e",1995,1996,2,3,"North_America","USA","Cedar_Creek-Minnesota",45.403004,-93.18927086,200,"Arthropoda","Insecta",NA,NA,"Omnivore","YES","NO",NA,"NO","",10,"Added",NA,16,3.01,3,1,0.57,3,3,1,0.57,"FromSource","Sweepnet","Individuals",NA,NA,NA,"Grassland","Experimental fields, vegetation composed by perennial bunch grasses and forbs",NA,NA,NA,NA,NA,"Y","Y","Juan",1,1,1,3,"Figure 3","Average of the points per Nitrogen level in Figure 3",NA,"Treatment",3,3.01,1,1,1.00333333333333,0.00332779009267452,0.0032049478544031,0.0738283895975312,0.0751910624653879,20.3784790039062,7.01535654067993,6.94999980926514,5.36666679382324,62.408332824707,58.8833351135254,6.15833330154419,60.6458339691162
"Haddad_et_al_2000",2000,1,"1e",1995,1996,2,3,"North_America","USA","Cedar_Creek-Minnesota",45.403004,-93.18927086,200,"Arthropoda","Insecta",NA,NA,"Omnivore","YES","NO",NA,"NO","",20,"Added",NA,16,3.01,3,1,0.57,3,3,1,0.57,"FromSource","Sweepnet","Individuals",NA,NA,NA,"Grassland","Experimental fields, vegetation composed by perennial bunch grasses and forbs",NA,NA,NA,NA,NA,"Y","Y","Juan",1,1,1,3,"Figure 3","Average of the points per Nitrogen level in Figure 3",NA,"Treatment",3,3.01,1,1,1.00333333333333,0.00332779009267452,0.0032049478544031,0.0738283895975312,0.0751910624653879,20.3784790039062,7.01535654067993,6.94999980926514,5.36666679382324,62.408332824707,58.8833351135254,6.15833330154419,60.6458339691162
"Haddad_et_al_2000",2000,1,"1e",1995,1996,2,3,"North_America","USA","Cedar_Creek-Minnesota",45.403004,-93.18927086,200,"Arthropoda","Insecta",NA,NA,"Omnivore","YES","NO",NA,"NO","",34,"Added",NA,16,3.01,3,1,0.57,3,3,1,0.57,"FromSource","Sweepnet","Individuals",NA,NA,NA,"Grassland","Experimental fields, vegetation composed by perennial bunch grasses and forbs",NA,NA,NA,NA,NA,"Y","Y","Juan",1,1,1,3,"Figure 3","Average of the points per Nitrogen level in Figure 3",NA,"Treatment",3,3.01,1,1,1.00333333333333,0.00332779009267452,0.0032049478544031,0.0738283895975312,0.0751910624653879,20.3784790039062,7.01535654067993,6.94999980926514,5.36666679382324,62.408332824707,58.8833351135254,6.15833330154419,60.6458339691162
"Haddad_et_al_2000",2000,1,"1e",1995,1996,2,3,"North_America","USA","Cedar_Creek-Minnesota",45.403004,-93.18927086,200,"Arthropoda","Insecta",NA,NA,"Omnivore","YES","NO",NA,"NO","",54,"Added",NA,16,3.51,4,1.29,0.64,3,3,1,0.57,"FromSource","Sweepnet","Individuals",NA,NA,NA,"Grassland","Experimental fields, vegetation composed by perennial bunch grasses and forbs",NA,NA,NA,NA,NA,"Y","Y","Juan",1,1,1,3,"Figure 3","Average of the points per Nitrogen level in Figure 3",NA,"Treatment",3,3.51,1,1.29,1.17,0.157003748809665,0.155369224739243,0.0708050259332311,0.0720610355265192,20.3784790039062,7.01535654067993,6.94999980926514,5.36666679382324,62.408332824707,58.8833351135254,6.15833330154419,60.6458339691162
